Speaker 1,Speaker 2,Text
Dumbledore,Harry,"Not intentionally, but... yes."
Harry,Dumbledore,"So the Sorting Hat was right.    I
                   should be a Slytherin."
Dumbledore,Harry,"It's true, Harry. You do possess
                   many of the qualities Voldemort
                   himself prizes. Resourcefulness.
                   Determination. A certain
                   disregard for the rules. Yet the
                   Sorting Hat placed you in
                   Gryffindor."
Harry,Dumbledore, Only because I asked it to.
Dumbledore,Harry,"Exactly. Which makes you very
                   different from Voldemort. It's
                   not our abilities that show what
                   we truly are, Harry. It's our
                   choices.
                      
                   If you want proof that you belong
                   in Gryffindor, Harry, I suggest
                   you look more closely at this."
Harry,Dumbledore,Godric Gryffindor.'
Dumbledore,Harry," Only a true Gryffindor could have
                   pulled that out of the Hat.
"
Harry,Dobby,"Dobby! This is your Master? The
family you serve is the Malfoys!"
Lucius Malfoy,Harry,"Out of my way, Potter."
Lucius Malfoy,Dumbledore,             So! You've returned!
Dumbledore,Lucius Malfoy,"Yes. When the governors heard
             that Arthur Weasley's daughter had
             been taken into the Chamber, they
             saw fit to summon me back.
      
             Curiously, several of them seemed
             under the impression that you
             would curse their families if they
             didn't agree to suspend me in the
             first place, Lucius.
"
Lucius Malfoy,Dumbledore,"From the beginning, my only
             concern has been the welfare of
             this school and its students.
             I assume the culprit has been
             identified."
Dumbledore,Lucius Malfoy,"Oh yes. It was Voldemort. Only
             this time, he chose to act through
             someone else. By means of...
             this.

Fortunately, our young Mr. Potter
             discovered it.
           
             One only hopes that no more of
             Lord Voldemort's old school things
             find their way into innocent
             hands. The consequences for the
             one responsible could be...
             severe."
Lucius Malfoy,Dobby,"Come, Dobby. We're leaving."
Harry,Lucius Malfoy,"Sir? I wonder if I could have
that.

Mr. Malfoy!    I have something of
yours."
Lucius Malfoy,Harry,"Mine? I don't know what you're
                    talking about."
Harry,Lucius Malfoy,"I think you do, sir. I think you
                    slipped it into Ginny Weasley's
                    cauldron that day in Diagon Alley."
Lucius Malfoy,Harry,Prove it!
Lucius Malfoy,Dobby,"Dobby!  Dobby, come!"
Dobby,Lucius Malfoy,"Master has given Dobby a sock.
Master has presented Dobby with
clothes. Dobby is... free!"
Lucius Malfoy,Dobby,What? I didn't --
Lucius Malfoy,Harry,You've lost me my servant!
Dobby,Lucius Malfoy,You shall not harm Harry Potter!
Lucius Malfoy,Harry,"Mark my words, Harry Potter.
             You'll meet the same sticky end as
             your parents one of these days.
             They were meddlesome fools too."
Dobby,Harry,"Harry Potter freed Dobby!
             How can Dobby ever repay him?"
Harry,Dobby,Just promise me something.
Dobby,Harry,"Anything, sir."
Harry,Dobby,Never try to save my life again.
Hermione,Harry,You solved it! You solved it!
Harry,Hermione,With loads of help from you.
Ron,Hermione,"Welcome back, Hermione."
Dumbledore,Teachers,"Before we begin our feast, let's
             give a round of applause to
             Professor Sprout and Madame
             Pomfrey, whose Mandrake Juice has
             been successfully administered to
             all those who had been petrified."
Dumbledore,Students,"             Also, in the wake of recent
             events, as a school treat, all
             exams have been cancelled."
Hermione,Hermione,"Oh, no!"
Hagrid,Harry,"Sorry I'm late. The owl deliverin'
             my release papers got all lost 'n
             confused. Some ruddy bird named
             Errol.

I jus' want to say... that if it
             wasn't fer' you, Harry... you an'
             Ron... and Hermione... Well, I
             jus' want to say... Thanks."
Hagrid,Ron,"Sorry I'm late. The owl deliverin'
             my release papers got all lost 'n
             confused. Some ruddy bird named
             Errol.

I jus' want to say... that if it
             wasn't fer' you, Harry... you an'
             Ron... and Hermione... Well, I
             jus' want to say... Thanks."
Hagrid,Hermione,"Sorry I'm late. The owl deliverin'
             my release papers got all lost 'n
             confused. Some ruddy bird named
             Errol.

I jus' want to say... that if it
             wasn't fer' you, Harry... you an'
             Ron... and Hermione... Well, I
             jus' want to say... Thanks."
Harry,Hagrid,"There's no Hogwarts without you,
             Hagrid."
